22,176332804684645; 344
26,231987312431375; 358
29,229644992070273; 368
30,24845675247042; 5184
33,06978162742466; 5174
34,8366719531536; 4663
37,66155910699035; 4148
40,12487495425155; 4897
42,24977430767353; 3627
43,47341710381846; 5138
44,27671099182628; 16246
45,32580212272782; 17505
46,74358911796999; 16490
47,16037574722459; 7398
48,43745272660729; 1333
50,38245699646211; 569
51,949859704770034; 3341
52,50379407100159; 24804
53,30708795900938; 35912
54,34727339270465; 38434
55,53707453946565; 19743
56,3083079175308; 10396
57,75815542271562; 4836
60,23393924606563; 3817
61,45758204221056; 30328
62,479956081493214; 35375
63,03567158716602; 56585
64,52470416005855; 45469
65,32799804806636; 31577
66,81881176040014; 20208
67,77706477979747; 9347
69,02030010979627; 8080
70,47727217274611; 1509
72,94771257777235; 1248
75,41993412223984; 734
78,05958277418567; 1483
79,48271318775161; 290
83,53658655605707; 51
87,42125167744297; 822
92,7058923996584; 83
97,64321093082833; 100
