23,148754349500056; 59
25,7387347224715; 346
28,03708871532703; 203
30,479987957457404; 200
32,922041905732364; 57
37,80910833077622; 264
40,27018139079788; 3297
42,72237886533774; 4847
44,30434631573462; 5058
47,01055459382472; 1031
49,310599174391065; 1170
51,94199894627752; 8650
54,28515351346969; 15989
56,273284661390335; 12034
58,5551554240654; 9138
61,090191696435284; 524
63,391926864712445; 945
65,92400460858842; 15837
68,39395325409187; 20352
70,4218132132167; 23032
72,58956930541162; 1077
75,31437404832072; 157
77,75642799659566; 13
80,05647257716203; 152
82,64476236242264; 432
84,51201648901987; 289
87,09777039271427; 146
88,9658698131669; 144
91,12094649753071; 71
94,71386802994425; 138
